5 6 53
4 5 53
6 7 53
7 8 53
0 1 53
1 2 53
3 4 53
2 3 53
11 12 53
10 11 53
8 9 53
9 10 53
23 103 25
103 27 25
21 103 23
21 19 103
103 35 33
103 33 31
103 29 27
103 31 29
13 0 103
15 13 103
19 17 103
17 15 103
96 97 108
97 98 108
96 108 107
107 108 118
113 24 26
113 26 28
22 24 113
20 22 113
113 34 47
113 32 34
113 28 30
113 30 32
12 14 113
14 16 113
18 20 113
16 18 113
98 109 108
108 109 120
163 41 40
163 40 39
163 42 41
163 43 42
163 36 35
163 37 36
163 39 38
163 38 37
163 47 46
163 46 45
163 44 43
163 45 44
108 119 118
108 120 119
0 53 52
52 53 64
12 54 53
53 54 64
74 75 86
75 76 86
74 86 85
85 86 97
85 97 96
73 74 85
76 87 86
86 87 97
87 98 97
76 77 87
0 92 103
92 104 103
103 114 35
103 104 114
94 106 105
105 106 116
94 95 106
95 107 106
95 96 107
106 117 116
106 107 117
107 118 117
116 117 127
12 113 102
102 113 112
124 113 47
112 113 124
100 111 110
110 111 122
99 100 110
99 110 109
98 99 109
110 122 121
109 110 121
109 121 120
121 122 133
162 163 35
152 163 162
163 164 47
152 164 163
130 141 140
130 142 141
129 130 140
119 130 129
118 119 129
130 131 142
119 131 130
119 120 131
52 64 63
63 64 75
63 75 74
54 65 64
64 65 75
65 76 75
92 93 104
93 105 104
93 94 105
104 115 114
104 105 115
105 116 115
84 96 95
84 85 96
73 85 84
101 102 112
101 112 111
100 101 111
112 124 123
111 112 123
111 123 122
88 99 98
87 88 98
77 88 87
151 152 162
141 152 151
140 141 151
152 153 164
141 153 152
141 142 153
118 129 128
117 118 128
117 128 127
120 132 131
120 121 132
121 133 132
0 52 51
51 52 63
12 55 54
54 55 65
0 49 61
62 63 74
62 74 73
61 62 73
49 62 61
57 12 67
65 66 76
66 77 76
66 67 77
57 67 66
82 94 93
0 81 92
81 93 92
114 125 35
114 115 125
147 137 35
115 116 126
116 127 126
126 127 137
126 137 147
90 101 100
12 102 91
91 102 101
135 124 47
123 124 135
145 157 47
122 123 134
122 134 133
133 134 145
134 157 145
140 151 150
161 162 35
151 162 161
142 154 153
164 165 47
153 165 164
50 51 63
50 63 62
49 50 62
0 51 50
0 50 49
55 56 65
56 66 65
56 57 66
12 56 55
12 57 56
0 70 81
81 70 93
70 82 93
48 0 61
48 61 60
83 84 95
83 95 94
82 83 94
115 136 125
115 126 136
126 147 136
125 136 35
136 147 35
12 91 80
80 91 101
90 80 101
12 58 67
58 68 67
88 89 99
89 100 99
89 90 100
123 135 146
123 146 134
134 146 157
146 135 47
157 146 47
160 161 35
151 161 160
150 151 160
165 166 47
153 166 165
153 154 166
137 158 35
137 148 158
128 129 139
129 140 139
139 140 150
145 47 168
145 168 156
131 132 143
131 143 142
142 143 154
72 84 83
72 73 84
61 73 72
60 61 72
48 60 71
60 72 71
71 72 83
0 48 71
71 83 82
78 89 88
77 78 88
67 78 77
67 68 78
68 58 79
68 79 78
78 79 89
58 12 79
79 90 89
128 139 138
127 128 138
127 138 137
137 138 148
148 149 158
138 149 148
138 139 149
149 35 158
139 150 149
132 144 143
132 133 144
133 145 144
144 145 156
155 156 168
144 156 155
143 144 155
155 168 47
143 155 154
0 71 59
59 71 82
0 59 70
70 59 82
12 69 79
79 69 90
12 80 69
69 80 90
149 159 35
149 150 159
159 160 35
150 160 159
155 47 167
154 155 167
166 167 47
154 167 166
