11 12 14
0 1 13
34 47 46
33 36 35
95 104 103
85 96 95
95 103 23
103 104 117
117 118 129
23 103 117
6 53 85
53 64 85
75 86 85
64 75 85
129 163 41
129 152 163
129 130 141
129 141 152
105 106 117
104 105 117
95 106 105
95 105 104
97 108 107
96 97 107
85 86 97
85 97 96
95 96 107
95 107 106
6 85 95
6 95 23
107 108 119
107 119 118
119 130 129
118 119 129
106 107 117
107 118 117
117 129 41
23 117 41
131 163 152
120 121 131
131 41 163
53 6 87
64 53 87
75 87 86
75 64 87
99 112 111
111 112 121
130 131 141
131 152 141
99 24 113
99 113 112
113 24 121
112 113 121
99 111 110
110 111 121
87 99 98
6 99 87
6 24 99
119 131 130
119 120 131
24 131 121
24 41 131
108 109 119
109 120 119
109 110 120
110 121 120
86 98 97
86 87 98
98 110 109
98 99 110
97 98 108
98 109 108
77 7 24
76 77 88
100 77 24
88 77 100
76 88 100
65 77 76
6 65 76
54 7 77
65 54 77
6 7 54
6 54 65
6 76 100
6 100 24
7 89 24
7 66 89
89 101 24
66 90 89
89 90 101
102 22 24
101 102 24
90 22 102
90 102 101
66 7 90
7 22 90
7 78 22
91 20 22
78 91 22
79 20 91
78 79 91
7 20 79
7 79 78
7 67 20
67 8 20
7 8 55
7 55 67
55 8 67
6 83 21
6 74 83
74 84 83
84 74 94
93 94 23
83 84 94
83 94 93
83 92 21
83 93 92
21 92 23
92 93 23
74 6 94
6 23 94
73 6 21
6 73 63
62 63 73
82 73 21
62 73 82
5 6 52
52 6 63
5 52 62
52 63 62
5 62 82
5 82 21
72 5 21
61 72 21
4 61 21
4 5 51
4 51 61
51 5 72
61 51 72
71 4 21
4 71 19
81 71 21
19 81 21
71 81 19
24 42 143
132 143 142
24 143 122
122 143 132
122 132 142
142 143 153
142 153 41
143 42 164
143 164 153
164 42 41
153 164 41
122 142 41
24 122 41
24 133 42
24 123 133
123 134 133
133 154 42
133 134 154
24 26 124
24 124 123
124 26 134
123 124 134
134 26 154
26 42 154
26 144 42
144 145 42
145 28 42
26 28 135
135 28 145
26 135 144
135 145 144
28 155 42
28 43 155
165 43 42
155 165 42
155 43 165
116 140 128
128 140 139
116 128 139
23 116 139
23 139 40
139 140 151
151 140 41
162 41 40
151 41 162
139 162 40
139 151 162
23 140 116
23 41 140
23 40 127
23 127 115
115 127 126
127 40 150
126 127 150
23 114 25
23 115 114
25 114 126
114 115 126
25 126 150
25 150 40
27 40 149
27 149 39
161 40 39
149 40 161
149 161 39
25 40 138
27 137 40
137 138 40
25 138 125
125 138 137
25 125 27
27 125 137
136 27 38
27 136 29
29 136 38
27 148 38
160 39 38
148 160 38
27 160 148
27 39 160
29 147 31
31 159 38
31 147 159
29 159 147
29 38 159
31 38 37
10 11 14
10 14 58
10 58 16
58 14 16
8 18 68
80 18 20
68 18 80
8 68 80
8 80 20
8 56 18
8 9 56
56 9 18
10 18 69
9 10 57
57 10 69
57 69 18
9 57 18
10 16 18
1 2 13
48 2 15
13 48 15
2 48 13
4 60 17
17 70 19
60 70 17
4 70 60
4 19 70
50 4 17
3 50 17
3 4 50
2 3 49
2 59 17
2 49 59
49 3 59
3 17 59
2 17 15
32 34 46
32 168 45
168 46 45
32 46 168
28 44 156
166 44 43
156 44 166
28 156 166
28 166 43
146 30 44
28 146 44
28 30 146
30 32 157
32 44 167
157 32 167
30 157 167
30 167 44
32 45 44
31 37 158
31 158 36
158 37 36
31 36 33
