34 47 46
11 12 14
33 36 35
0 1 13
162 163 41
150 151 162
82 93 92
114 115 126
62 73 72
72 83 82
138 139 150
6 53 52
52 63 62
23 103 114
92 103 23
126 127 138
64 75 74
63 64 74
63 74 73
62 63 73
73 84 83
72 73 83
83 94 93
82 83 93
118 130 129
118 119 130
52 64 63
52 53 64
152 163 162
151 152 162
73 74 85
73 85 84
75 86 85
74 75 85
129 130 140
130 141 140
140 152 151
140 141 152
140 151 150
139 140 150
94 105 104
93 94 104
103 104 114
104 115 114
92 93 104
92 104 103
86 97 96
85 86 96
104 105 116
104 116 115
115 116 126
116 127 126
128 129 140
128 140 139
128 139 138
127 128 138
107 119 118
107 108 119
97 108 107
96 97 107
117 118 129
117 129 128
116 117 127
117 128 127
105 106 116
106 117 116
106 107 118
106 118 117
84 85 95
85 96 95
83 95 94
83 84 95
95 96 107
95 107 106
94 95 105
95 106 105
133 134 144
6 54 53
54 66 65
153 154 164
163 164 41
123 124 134
78 90 89
90 102 101
66 78 77
102 24 113
113 24 124
143 144 154
53 54 64
54 65 64
110 122 121
110 111 122
97 109 108
97 98 109
152 164 163
152 153 164
122 123 133
123 134 133
110 121 120
109 110 120
108 120 119
108 109 120
77 89 88
77 78 89
98 99 109
99 110 109
119 131 130
119 120 131
64 65 76
64 76 75
65 66 76
66 77 76
90 101 100
89 90 100
88 89 100
88 100 99
100 111 110
99 100 110
100 112 111
100 101 112
111 112 122
112 123 122
112 124 123
112 113 124
101 102 112
102 113 112
87 99 98
87 88 99
86 87 97
87 98 97
77 88 87
76 77 87
75 87 86
75 76 87
120 121 132
120 132 131
122 133 132
121 122 132
132 133 144
132 144 143
132 143 142
131 132 142
142 153 152
141 142 152
130 142 141
130 131 142
142 154 153
142 143 154
30 43 166
30 166 156
28 30 146
146 30 156
30 157 43
167 44 43
157 167 43
7 78 66
7 90 78
6 7 54
7 66 54
7 24 102
7 102 90
7 55 24
55 67 24
67 79 24
91 22 24
79 91 24
55 7 20
91 20 22
79 20 91
67 20 79
67 55 20
7 80 20
7 68 80
7 8 56
7 56 68
8 9 57
8 69 18
8 57 69
56 8 18
68 56 18
80 18 20
68 18 80
5 62 72
5 92 23
5 6 52
5 52 62
5 72 82
5 82 92
81 23 21
81 71 23
71 61 23
51 5 23
61 51 23
3 70 19
3 60 70
3 4 50
3 50 60
49 3 19
59 49 19
59 19 17
5 19 70
5 70 60
5 60 50
4 5 50
19 81 21
5 51 19
51 61 19
61 71 19
71 81 19
3 15 48
2 3 48
3 49 15
15 59 17
49 59 15
154 144 42
124 24 42
164 42 41
154 42 164
144 134 42
134 124 42
24 145 155
24 26 135
24 135 145
24 165 42
24 155 165
28 42 165
26 28 135
135 28 145
28 155 145
28 165 155
28 146 42
146 156 42
166 43 42
156 166 42
25 162 41
25 126 138
25 138 150
25 150 162
23 114 25
25 114 126
125 25 41
137 125 41
161 41 40
149 137 41
149 41 161
25 125 39
161 40 39
149 161 39
137 149 39
125 137 39
25 136 27
25 148 136
25 39 160
25 160 148
27 147 29
27 38 159
27 159 147
27 136 38
136 148 38
160 39 38
148 160 38
10 58 18
58 16 18
9 10 57
10 18 69
10 69 57
10 14 58
58 14 16
10 11 14
31 38 158
158 38 37
29 147 31
31 159 38
31 147 159
31 158 36
158 37 36
31 36 33
13 48 15
2 48 13
1 2 13
157 30 45
167 45 44
157 45 167
30 168 45
30 32 168
168 34 45
32 34 168
34 46 45
