0.000000000000000000e+00 0.000000000000000000e+00
2.617993877991493523e-01 0.000000000000000000e+00
5.235987755982987046e-01 0.000000000000000000e+00
7.853981633974482790e-01 0.000000000000000000e+00
1.047197551196597631e+00 0.000000000000000000e+00
1.308996938995746984e+00 0.000000000000000000e+00
1.570796326794896558e+00 0.000000000000000000e+00
1.832595714594045688e+00 0.000000000000000000e+00
2.094395102393195263e+00 0.000000000000000000e+00
2.356194490192344837e+00 0.000000000000000000e+00
2.617993877991493967e+00 0.000000000000000000e+00
2.879793265790643542e+00 0.000000000000000000e+00
3.141592653589793116e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.617993877991493523e-01
3.141592653589793116e+00 2.617993877991493523e-01
0.000000000000000000e+00 5.235987755982987046e-01
3.141592653589793116e+00 5.235987755982987046e-01
0.000000000000000000e+00 7.853981633974482790e-01
3.141592653589793116e+00 7.853981633974482790e-01
0.000000000000000000e+00 1.047197551196597631e+00
3.141592653589793116e+00 1.047197551196597631e+00
0.000000000000000000e+00 1.308996938995746984e+00
3.141592653589793116e+00 1.308996938995746984e+00
0.000000000000000000e+00 1.570796326794896558e+00
3.141592653589793116e+00 1.570796326794896558e+00
0.000000000000000000e+00 1.832595714594045688e+00
3.141592653589793116e+00 1.832595714594045688e+00
0.000000000000000000e+00 2.094395102393195263e+00
3.141592653589793116e+00 2.094395102393195263e+00
0.000000000000000000e+00 2.356194490192344837e+00
3.141592653589793116e+00 2.356194490192344837e+00
0.000000000000000000e+00 2.617993877991493967e+00
3.141592653589793116e+00 2.617993877991493967e+00
0.000000000000000000e+00 2.879793265790643542e+00
3.141592653589793116e+00 2.879793265790643542e+00
0.000000000000000000e+00 3.141592653589793116e+00
2.617993877991493523e-01 3.141592653589793116e+00
5.235987755982987046e-01 3.141592653589793116e+00
7.853981633974482790e-01 3.141592653589793116e+00
1.047197551196597631e+00 3.141592653589793116e+00
1.308996938995746984e+00 3.141592653589793116e+00
1.570796326794896558e+00 3.141592653589793116e+00
1.832595714594045688e+00 3.141592653589793116e+00
2.094395102393195263e+00 3.141592653589793116e+00
2.356194490192344837e+00 3.141592653589793116e+00
2.617993877991493967e+00 3.141592653589793116e+00
2.879793265790643542e+00 3.141592653589793116e+00
3.141592653589793116e+00 3.141592653589793116e+00
2.617993877991493523e-01 2.617993877991493523e-01
5.235987755982987046e-01 2.617993877991493523e-01
7.853981633974482790e-01 2.617993877991493523e-01
1.047197551196597631e+00 2.617993877991493523e-01
1.308996938995746984e+00 2.617993877991493523e-01
1.570796326794896558e+00 2.617993877991493523e-01
1.832595714594045688e+00 2.617993877991493523e-01
2.094395102393195263e+00 2.617993877991493523e-01
2.356194490192344837e+00 2.617993877991493523e-01
2.617993877991493967e+00 2.617993877991493523e-01
2.879793265790643542e+00 2.617993877991493523e-01
2.617993877991493523e-01 5.235987755982987046e-01
5.235987755982987046e-01 5.235987755982987046e-01
7.853981633974482790e-01 5.235987755982987046e-01
1.047197551196597631e+00 5.235987755982987046e-01
1.308996938995746984e+00 5.235987755982987046e-01
1.570796326794896558e+00 5.235987755982987046e-01
1.832595714594045688e+00 5.235987755982987046e-01
2.094395102393195263e+00 5.235987755982987046e-01
2.356194490192344837e+00 5.235987755982987046e-01
2.617993877991493967e+00 5.235987755982987046e-01
2.879793265790643542e+00 5.235987755982987046e-01
2.617993877991493523e-01 7.853981633974482790e-01
5.235987755982987046e-01 7.853981633974482790e-01
7.853981633974482790e-01 7.853981633974482790e-01
1.047197551196597631e+00 7.853981633974482790e-01
1.308996938995746984e+00 7.853981633974482790e-01
1.570796326794896558e+00 7.853981633974482790e-01
1.832595714594045688e+00 7.853981633974482790e-01
2.094395102393195263e+00 7.853981633974482790e-01
2.356194490192344837e+00 7.853981633974482790e-01
2.617993877991493967e+00 7.853981633974482790e-01
2.879793265790643542e+00 7.853981633974482790e-01
2.617993877991493523e-01 1.047197551196597631e+00
5.235987755982987046e-01 1.047197551196597631e+00
7.853981633974482790e-01 1.047197551196597631e+00
1.047197551196597631e+00 1.047197551196597631e+00
1.308996938995746984e+00 1.047197551196597631e+00
1.570796326794896558e+00 1.047197551196597631e+00
1.832595714594045688e+00 1.047197551196597631e+00
2.094395102393195263e+00 1.047197551196597631e+00
2.356194490192344837e+00 1.047197551196597631e+00
2.617993877991493967e+00 1.047197551196597631e+00
2.879793265790643542e+00 1.047197551196597631e+00
2.617993877991493523e-01 1.308996938995746984e+00
5.235987755982987046e-01 1.308996938995746984e+00
7.853981633974482790e-01 1.308996938995746984e+00
1.047197551196597631e+00 1.308996938995746984e+00
1.308996938995746984e+00 1.308996938995746984e+00
1.570796326794896558e+00 1.308996938995746984e+00
1.832595714594045688e+00 1.308996938995746984e+00
2.094395102393195263e+00 1.308996938995746984e+00
2.356194490192344837e+00 1.308996938995746984e+00
2.617993877991493967e+00 1.308996938995746984e+00
2.879793265790643542e+00 1.308996938995746984e+00
2.617993877991493523e-01 1.570796326794896558e+00
5.235987755982987046e-01 1.570796326794896558e+00
7.853981633974482790e-01 1.570796326794896558e+00
1.047197551196597631e+00 1.570796326794896558e+00
1.308996938995746984e+00 1.570796326794896558e+00
1.570796326794896558e+00 1.570796326794896558e+00
1.832595714594045688e+00 1.570796326794896558e+00
2.094395102393195263e+00 1.570796326794896558e+00
2.356194490192344837e+00 1.570796326794896558e+00
2.617993877991493967e+00 1.570796326794896558e+00
2.879793265790643542e+00 1.570796326794896558e+00
2.617993877991493523e-01 1.832595714594045688e+00
5.235987755982987046e-01 1.832595714594045688e+00
7.853981633974482790e-01 1.832595714594045688e+00
1.047197551196597631e+00 1.832595714594045688e+00
1.308996938995746984e+00 1.832595714594045688e+00
1.570796326794896558e+00 1.832595714594045688e+00
1.832595714594045688e+00 1.832595714594045688e+00
2.094395102393195263e+00 1.832595714594045688e+00
2.356194490192344837e+00 1.832595714594045688e+00
2.617993877991493967e+00 1.832595714594045688e+00
2.879793265790643542e+00 1.832595714594045688e+00
2.617993877991493523e-01 2.094395102393195263e+00
5.235987755982987046e-01 2.094395102393195263e+00
7.853981633974482790e-01 2.094395102393195263e+00
1.047197551196597631e+00 2.094395102393195263e+00
1.308996938995746984e+00 2.094395102393195263e+00
1.570796326794896558e+00 2.094395102393195263e+00
1.832595714594045688e+00 2.094395102393195263e+00
2.094395102393195263e+00 2.094395102393195263e+00
2.356194490192344837e+00 2.094395102393195263e+00
2.617993877991493967e+00 2.094395102393195263e+00
2.879793265790643542e+00 2.094395102393195263e+00
2.617993877991493523e-01 2.356194490192344837e+00
5.235987755982987046e-01 2.356194490192344837e+00
7.853981633974482790e-01 2.356194490192344837e+00
1.047197551196597631e+00 2.356194490192344837e+00
1.308996938995746984e+00 2.356194490192344837e+00
1.570796326794896558e+00 2.356194490192344837e+00
1.832595714594045688e+00 2.356194490192344837e+00
2.094395102393195263e+00 2.356194490192344837e+00
2.356194490192344837e+00 2.356194490192344837e+00
2.617993877991493967e+00 2.356194490192344837e+00
2.879793265790643542e+00 2.356194490192344837e+00
2.617993877991493523e-01 2.617993877991493967e+00
5.235987755982987046e-01 2.617993877991493967e+00
7.853981633974482790e-01 2.617993877991493967e+00
1.047197551196597631e+00 2.617993877991493967e+00
1.308996938995746984e+00 2.617993877991493967e+00
1.570796326794896558e+00 2.617993877991493967e+00
1.832595714594045688e+00 2.617993877991493967e+00
2.094395102393195263e+00 2.617993877991493967e+00
2.356194490192344837e+00 2.617993877991493967e+00
2.617993877991493967e+00 2.617993877991493967e+00
2.879793265790643542e+00 2.617993877991493967e+00
2.617993877991493523e-01 2.879793265790643542e+00
5.235987755982987046e-01 2.879793265790643542e+00
7.853981633974482790e-01 2.879793265790643542e+00
1.047197551196597631e+00 2.879793265790643542e+00
1.308996938995746984e+00 2.879793265790643542e+00
1.570796326794896558e+00 2.879793265790643542e+00
1.832595714594045688e+00 2.879793265790643542e+00
2.094395102393195263e+00 2.879793265790643542e+00
2.356194490192344837e+00 2.879793265790643542e+00
2.617993877991493967e+00 2.879793265790643542e+00
2.879793265790643542e+00 2.879793265790643542e+00
