46 53 15
4 35 34
40 47 46
34 41 40
49 56 55
48 49 55
47 54 53
46 47 53
47 48 55
47 55 54
41 48 47
40 41 47
35 42 41
34 35 41
41 49 48
41 42 49
13 46 15
3 4 34
39 40 46
33 34 40
0 1 9
1 32 9
11 39 13
39 46 13
9 32 39
9 39 11
32 33 39
33 40 39
2 3 33
3 34 33
1 33 32
1 2 33
4 36 35
52 16 59
36 44 43
44 52 51
49 57 56
49 50 57
35 43 42
35 36 43
43 50 49
42 43 49
43 51 50
43 44 51
51 59 58
51 52 59
50 51 57
51 58 57
4 5 36
52 14 16
36 37 44
44 45 52
7 8 10
7 10 38
5 6 37
5 37 36
7 38 37
6 7 37
37 38 45
37 45 44
45 12 14
45 14 52
38 10 45
10 12 45
15 53 60
76 77 27
60 61 68
68 69 76
55 56 63
55 63 62
53 54 61
53 61 60
55 62 61
54 55 61
61 62 69
61 69 68
69 70 77
69 77 76
62 63 69
63 70 69
15 60 17
76 27 26
60 68 67
68 76 75
21 24 23
21 74 24
17 67 19
17 60 67
67 74 21
19 67 21
67 75 74
67 68 75
75 26 25
75 76 26
74 75 24
75 25 24
77 78 27
59 16 66
71 72 78
65 66 72
56 57 63
57 64 63
70 71 77
71 78 77
63 64 71
63 71 70
64 65 71
65 72 71
58 59 65
59 66 65
57 65 64
57 58 65
78 28 27
16 18 66
72 79 78
66 73 72
22 31 30
80 22 30
79 29 28
78 79 28
79 80 30
79 30 29
73 80 79
72 73 79
18 20 73
66 18 73
73 22 80
73 20 22
